VIN,BRAND,MODEL,COLOR,ENGINE,TRANSMISSION,MPG,DEALER_ID,DATE_SOLD_TO_DEALER,MANUFACTURER
8A6Z3I5F0N0B8J3Y3,Audi,RS 4,Fuscia,3,firmware,41,869,2017-09-29,Smitham-Weissnat
0A7O5Z7Q9E1R5A8Q8,Saab,9-3,Crimson,5,hardware,10,870,2017-09-14,"Friesen, Schuster and Greenholt"
1D1E7Z8F4E4N6Y6V8,Subaru,Tribeca,Turquoise,7,Versatile,31,871,2017-07-22,"Kuhn, Turner and Ward"
8T9R6U0Y5A4K8N1F9,Chevrolet,Lumina,Aquamarine,13,open architecture,47,872,2017-07-16,Quigley-Eichmann
7I3Q5G6E0G6Y7E7I1,Dodge,Ram Van 2500,Mauv,8,Re-contextualized,15,873,2017-11-04,Dooley and Sons
1D3L9I8V0X1Q9P8Q5,Chevrolet,G-Series G10,Aquamarine,9,composite,28,874,2017-12-03,Orn Inc
0O6V0Q8C3V7Y1K9C7,Ford,E-Series,Mauv,15,Face to face,25,875,2017-08-31,Daugherty-Yundt
4E5Y8J0Y3C2J7P7F6,Mitsubishi,Tredia,Turquoise,14,array,26,876,2017-09-02,Wolf LLC
8E4P3Q7P8G3G0Z9H4,Toyota,Xtra,Puce,6,Customizable,22,877,2017-05-13,"Rath, Doyle and Durgan"
7X0K1I5S8K9X4M2N9,Buick,Century,Yellow,2,client-driven,50,878,2017-05-18,Fay-Sauer
9Q2F5R5O2U0W3T9W8,Ford,F250,Yellow,9,Operative,26,879,2017-12-31,"Medhurst, Bernier and Tillman"
9O2E5I3S4O4Z9X5B7,Dodge,Durango,Aquamarine,1,Universal,26,880,2017-09-28,"Dach, Schuster and Haley"
4U9C7V0H7H8F4R6Y9,Toyota,Prius,Pink,5,tangible,17,881,2017-05-19,Crist and Sons
1F0M9G6Z6A9W0D2U9,Geo,Tracker,Yellow,1,open architecture,36,882,2018-03-19,Blanda and Sons
2V2K4D5E6H9Y0Z4A5,Volvo,XC70,Yellow,2,migration,33,883,2017-10-20,Greenfelder Inc
1H0B0O0M6E2B2D9Z7,Pontiac,LeMans,Blue,11,zero administration,30,884,2018-03-18,Little and Sons
8F6M2O8E4P8N4N1J6,Land Rover,Range Rover,Blue,15,Configurable,20,885,2017-07-10,"VonRueden, Gottlieb and Williamson"
6A3X8H7F2X5G1X6V5,Dodge,Ram 1500,Purple,7,De-engineered,50,886,2017-08-30,Nader-Johnston
1V7P1Y5Q7C1W6D8B8,Chevrolet,Blazer,Purple,1,Cross-group,39,887,2017-11-11,Hoppe Group
2A2I4G3Z9S5D5Q3A6,Dodge,Shadow,Blue,11,De-engineered,22,888,2018-01-17,Crona-Rogahn
6W1P1E8N5J1D2D6S2,Jaguar,XJ Series,Yellow,15,bifurcated,12,889,2017-04-15,Kemmer LLC
6D2M0T4R0J5R7D5K5,Chevrolet,Lumina,Pink,16,executive,34,890,2017-05-22,Stamm-Macejkovic
3O5L3A8E1O2V3O5Y6,Pontiac,Grand Prix,Violet,13,6th generation,11,891,2018-02-27,Crooks-Pfannerstill
7A6M1M7G8A6F0S5H1,Toyota,Tercel,Red,2,bandwidth-monitored,31,892,2017-04-12,Dach LLC
9W9O6R5Y2M4G9E1O8,Chrysler,200,Goldenrod,2,leading edge,47,893,2017-03-27,Bins Group
5Z7F7U8A1K4Y3O8T3,Chevrolet,Cobalt,Crimson,13,Automated,28,894,2017-08-22,Fadel-Dietrich
6B8J4N7A5J7U5N4T4,Mercedes-Benz,SLK-Class,Maroon,15,knowledge user,21,895,2018-03-19,Gutkowski-Becker
0Z7B2U0G7I9D5A0X4,Chevrolet,Silverado 2500,Purple,15,Multi-layered,34,896,2017-10-23,Grant-Purdy
5Q1H1D4Y6K6R9S5O3,MINI,Cooper Countryman,Aquamarine,10,Graphic Interface,35,897,2018-01-05,Moore Group
7A5N3M7U2H7B2H0A4,Mitsubishi,3000GT,Indigo,16,ability,36,898,2017-07-22,Jast-Grady
4A8E4W7K3V4D3P7F2,Mitsubishi,Pajero,Yellow,3,open system,12,899,2017-07-25,"Pollich, Brekke and Beer"
9W5S2M3R6O2V1P8O7,Oldsmobile,Alero,Teal,6,Quality-focused,17,900,2017-08-14,Schmitt LLC
9G5U9A9Q7H5W5W2X7,Mitsubishi,Mighty Max,Crimson,4,array,19,901,2018-01-20,Langosh-Cole
7H8Q8Z5Y7W9T3S6X5,Lexus,LS,Teal,14,Compatible,26,902,2017-04-17,"Murphy, Paucek and Kilback"
6T7M5Q3N7M9P8P3S4,Toyota,Tercel,Purple,12,migration,15,903,2018-03-17,Trantow Inc
8I0Y8X8O9F2L2D8J3,Cadillac,Escalade,Green,15,clear-thinking,41,904,2017-05-11,Trantow Group
9C7O3R6O7M2M2B4D6,GMC,Acadia,Purple,1,web-enabled,13,905,2017-07-13,Kulas-Cremin
5G8Z5K6W1D4G1F6L3,Suzuki,SJ,Green,8,middleware,24,906,2017-07-13,"Hermann, Connelly and Durgan"
1L1A7N4E8B1O6K1O6,Volvo,S60,Orange,14,methodical,37,907,2018-03-14,Zemlak-Price
5F8O5O7Z3P9W7W8L9,Ford,F250,Blue,4,encryption,44,908,2017-12-20,Gaylord LLC
8Z3Y3A9E3G7K6X7F6,Mitsubishi,Pajero,Crimson,10,info-mediaries,43,909,2017-11-11,"Kuhlman, Huel and Leannon"
8X5U8V0K9Q4Q7T5G8,Ford,Crown Victoria,Crimson,11,Public-key,45,910,2017-08-15,Hane Group
7B6Z9M0R1Y8L2W2W8,Ford,Crown Victoria,Blue,15,real-time,29,911,2018-01-07,Hayes Inc
3U2K4D8X4M5V6V9R3,Ford,Tempo,Green,1,definition,13,912,2018-01-18,Cole-Padberg
1N1O2C0O9M3Y9X6A5,Lexus,GX,Mauv,10,open system,38,913,2017-10-13,"Barrows, Beier and Carter"
5G4L7U0O4N9Z1W7F3,GMC,3500,Fuscia,13,disintermediate,18,914,2018-03-20,Mayer LLC
8Z0L3M4T9R2C2M8K2,Acura,Legend,Yellow,5,Organic,41,915,2017-04-24,"Jaskolski, Denesik and Schneider"
2A8F7U3W1Q4J9C4O2,Dodge,Ram 3500,Crimson,9,Monitored,43,916,2017-10-29,Watsica Group
0N1V5T8Z1R7G3C6M8,Ford,E350,Mauv,6,Secured,45,917,2017-06-05,Reinger-Murray
6U3T2U2C2K6T5I5I3,Chevrolet,Corvette,Green,15,local,40,918,2017-08-15,"Heaney, Russel and Graham"
8V6S0L2D0W9S3P4R8,Chevrolet,Express 2500,Indigo,12,Ergonomic,39,919,2017-09-19,"Wilkinson, Macejkovic and Schumm"
2A3S0X9J5C4B5W7N1,Plymouth,Voyager,Teal,1,Self-enabling,40,920,2017-07-29,Harris Group
8F0L2Z9Z3A0Q5L7W5,Hyundai,Genesis Coupe,Purple,6,Open-architected,17,921,2017-08-10,Howe Inc
4W6O7D3U6G4Y5R6V7,Lexus,SC,Indigo,11,Open-architected,12,922,2017-08-02,Gislason LLC
1M8S4G5T6K3T3T7F1,Cadillac,Seville,Crimson,10,client-driven,47,923,2018-03-01,Paucek-Mayert
5W3Q8X2C4W1U4O1N5,Ford,Ranger,Green,12,Horizontal,49,924,2017-07-07,"Dach, Sanford and Marquardt"
3N4N2D3R6T5G3N9I7,Pontiac,Bonneville,Aquamarine,7,hierarchy,41,925,2017-11-07,Boyle LLC
7C0M6M7T3B4K2K0N2,Infiniti,I,Indigo,2,zero tolerance,31,926,2018-03-18,Little Inc
6U8U5N8J0S4M1J1E8,GMC,Suburban 1500,Violet,14,benchmark,46,927,2018-03-09,"Jacobs, Jacobi and Hoeger"
1W7G1H3N2D8U9J7G2,GMC,3500,Fuscia,13,info-mediaries,41,928,2018-01-05,O'Kon Group
2O2R2H9G7A3E2E5R3,Buick,Century,Orange,7,national,40,929,2017-12-02,Bogisich-Sauer
2S6I0T3F7G3V8B9U0,Citroën,CX,Crimson,9,Quality-focused,15,930,2017-05-28,"Berge, Hessel and Hackett"
9T3I9G4J5C1Q7C4P4,Buick,Century,Purple,15,Face to face,23,931,2017-09-30,Berge-Berge
0W1K9W3U4V5W7A8D8,Dodge,Dakota,Khaki,12,approach,31,932,2017-09-22,Thompson-Carroll
8E6O5D4S3H0Z7L9O3,Mazda,626,Maroon,6,process improvement,47,933,2018-03-16,"Gutmann, Wehner and Schiller"
8L0O1X3M8C0C4X4C8,GMC,Acadia,Aquamarine,15,Public-key,44,934,2017-12-26,Beer Inc
3Q4P2Y2O5P2C9Y0D7,Mitsubishi,GTO,Crimson,13,Optional,34,935,2017-12-03,"Bernhard, Homenick and Franecki"
1H6S3G1V1Z9D9O6W9,Mitsubishi,Diamante,Yellow,6,Horizontal,25,936,2017-06-29,Kreiger and Sons
3U9O6W8A4R7O8B2M2,Dodge,Avenger,Violet,6,knowledge user,50,937,2018-02-05,Halvorson-Boyer
7K5J5Z4M6Z7O6H2K7,Pontiac,Sunbird,Puce,1,Profound,41,938,2017-12-26,Rowe Group
0H1X6D1F4Z6P7H5U2,Hummer,H3,Green,10,installation,33,939,2017-06-29,Quigley Inc
0V5K3W0R6P5E5H3E9,Subaru,Forester,Turquoise,2,functionalities,15,940,2018-01-27,"Rath, Walter and Cummerata"
7Q3N8P6Q3J9L1R5P2,Toyota,Tundra,Indigo,16,Synergized,23,941,2018-01-08,"Schimmel, Hackett and Lind"
5V8P0Y6C3G6M2L6U6,Chrysler,Crossfire,Indigo,1,definition,46,942,2017-07-15,"Purdy, Toy and Kuhn"
2Q5L9H6F5V1E1Q4V4,Chevrolet,Suburban,Goldenrod,7,executive,26,943,2017-06-14,"Douglas, Mosciski and McLaughlin"
4T3V4M5Q5Y3K2X7J1,Subaru,Impreza,Pink,4,data-warehouse,39,944,2017-04-02,"Lockman, Runolfsson and Batz"
6B2F4I0W0A3T6H5P3,Scion,tC,Khaki,3,initiative,33,945,2017-07-23,Kihn-Hahn
4Z6M6K7O1T8C6J2H9,Lamborghini,Diablo,Goldenrod,16,software,28,946,2017-07-09,Denesik-Jakubowski
9L7Y4M0I4Y4S8T6A1,Subaru,Tribeca,Purple,3,projection,49,947,2017-09-25,Hodkiewicz-Weimann
7N7H2U3C1O1P3V5C5,Porsche,Cayenne,Indigo,8,frame,42,948,2018-01-30,Ritchie Inc
7G5R8C2Z5R4V1W8Q8,Kia,Rio,Crimson,12,task-force,25,949,2017-04-17,Stokes-Zulauf
0P9N2O3S7H2V1M1K1,Lamborghini,Diablo,Maroon,2,orchestration,42,950,2017-05-12,"Kihn, Thompson and Crona"
6D9I3R8P7S0K1X9V3,Jaguar,XF,Aquamarine,9,Focused,21,951,2017-08-03,Gerlach-Prosacco
7Z0D9V9H8C6T4B9Z5,Honda,Civic,Turquoise,15,fault-tolerant,21,952,2018-01-16,Hirthe Group
8F1I2O6L1H0A4H7F7,Volvo,XC90,Indigo,11,functionalities,48,953,2018-03-03,"Dooley, Kshlerin and Kohler"
0E9V9O2Z3O0U3S6T1,Infiniti,I,Green,5,Monitored,21,954,2017-04-05,Bechtelar-Watsica
3Q7W7J6M2E2T3Z4B0,Mercedes-Benz,CL-Class,Violet,13,Open-architected,42,955,2017-04-11,Gorczany LLC
7P4E0Y5Q0V2Q0F2V8,Volkswagen,GTI,Teal,3,analyzing,41,956,2017-05-14,Upton Inc
1L8U6Z4H0Q7S2O2V7,Chevrolet,Corvette,Puce,11,function,39,957,2017-07-29,"Ruecker, Abbott and Feil"
6Z3N9P7E7A3D0S0J1,Mercedes-Benz,SLR McLaren,Puce,7,scalable,35,958,2017-11-21,"Rutherford, Morissette and Dicki"
7S1H6K5E1Y3J3Z7H6,Mercury,Cougar,Orange,9,archive,33,959,2017-05-20,"Schinner, Weber and Kub"
0F0M6F1C6L6P4Y9Q5,Ford,F250,Red,2,capacity,26,960,2017-08-31,O'Kon-Brekke
6S1V9B1K1C1V1J6Z3,Mitsubishi,Eclipse,Teal,7,Persevering,22,961,2017-07-08,Runte LLC
9Y9P2Z8U4H1Y7O5T1,Saturn,Aura,Crimson,1,Decentralized,13,962,2017-05-09,"Schuster, Dickinson and Gerlach"
0Q9C8T3O7P0L0Y2X6,Chevrolet,Corvette,Teal,12,installation,34,963,2018-03-06,Hickle-Boyer
1E5M5H8P7I0A7J2S0,Lincoln,Town Car,Indigo,11,bi-directional,22,964,2017-10-08,"Rath, Greenholt and Ritchie"
7C5S9P1S9X6S8L5M7,Subaru,Justy,Khaki,13,human-resource,48,965,2017-07-24,Mayert LLC
3N7S5E7Q3P3A6E6P6,Mercury,Tracer,Violet,4,Down-sized,31,966,2017-05-09,O'Reilly-Schiller
7O6J9M3O1Y4S0A6K9,Mercedes-Benz,CLS-Class,Violet,15,Cross-platform,24,967,2018-02-09,"Funk, Hansen and Ritchie"
9D6U6W1D5U0E8O4K2,Pontiac,G3,Aquamarine,1,directional,33,968,2017-10-09,West Group
3C8E2I4I7W8M3X6K4,Mercury,Grand Marquis,Purple,13,Fundamental,44,969,2017-11-21,"Hudson, Miller and Murphy"
2I7V4L9F7Y3Y2E4G9,Chevrolet,Suburban 2500,Crimson,4,bottom-line,40,970,2017-06-25,Bogisich LLC
4B5A4K5N2Q7Q3N2T5,Ford,E-Series,Aquamarine,2,architecture,33,971,2017-07-30,Purdy-Hilpert
4K4Y4H1O2Q7C7R1J6,Buick,Enclave,Aquamarine,10,heuristic,23,972,2017-12-29,Mitchell-Harris
2G6Z0J9M9E3F5G9W8,BMW,6 Series,Puce,2,secondary,41,973,2017-10-14,Emmerich LLC
1H2A6K8G0V0P0D4X5,Chevrolet,Express 3500,Purple,1,dedicated,10,974,2017-05-13,"Schoen, Kuhic and Rau"
1Y4A6Z9Y5J6B7F4Z6,Ford,Econoline E250,Blue,12,framework,38,975,2017-11-15,"Senger, Rogahn and Halvorson"
9J1P3L3Q0E2S3F6A4,Chevrolet,Express 3500,Crimson,4,extranet,24,976,2017-09-24,Schneider LLC
7G3Q9D1S6F6I1X3I2,Suzuki,Samurai,Green,12,complexity,21,977,2017-04-01,Nader-Morar
0S9Q4J3Z6F9D3L6S8,Toyota,4Runner,Teal,1,support,22,978,2017-05-04,Barton-Crooks
4A6G5R4U5D6P0T1L9,Chevrolet,Impala,Pink,15,database,48,979,2017-11-09,"Batz, Jacobs and Maggio"
2L3D3M0E2H8Q3F2W6,Lincoln,Continental,Crimson,1,Customizable,13,980,2018-02-24,Ortiz-Hettinger
6G6O1S2A5R8R0Q6H7,Mercedes-Benz,SL-Class,Crimson,12,budgetary management,12,981,2018-03-14,Abbott Inc
3V8B7Q5U9J3Q7H6I6,Chrysler,PT Cruiser,Teal,16,secured line,28,982,2017-12-18,"Parisian, Jones and Cormier"
1C5Z5E1Z7Z7Q8J2X6,Buick,Skylark,Red,11,Visionary,38,983,2017-07-27,VonRueden Inc
2F7X0Z6O9P3F2O1S4,Kia,Sorento,Blue,11,Enhanced,11,984,2017-09-18,Cartwright LLC
6O2S4V7N7F4J6F3D3,Porsche,928,Blue,6,Multi-channelled,10,985,2017-05-05,Corkery and Sons
7I3C0I1Y1O7A0C2V7,Volvo,940,Yellow,3,next generation,21,986,2017-06-18,Murazik LLC
7U7C0C5I0H4F2B9E4,Mercedes-Benz,CL-Class,Goldenrod,5,Optional,33,987,2017-09-14,"Braun, Schneider and Farrell"
6Z9W1I8X9N1B3W5X0,Toyota,Tacoma,Green,1,radical,14,988,2017-06-09,Gleason Group
5P5P3M6R0W4Q0Z5K9,GMC,Sierra 3500,Crimson,9,knowledge base,31,989,2018-02-02,"Rempel, Beer and Mertz"
4M4J6Z0N5O4R0C2S9,Cadillac,Fleetwood,Green,2,Extended,18,990,2018-02-02,Koss LLC
6F4M8Z1W7R6A9S9M6,Chevrolet,Express 3500,Fuscia,1,Distributed,39,991,2017-09-04,Waelchi and Sons
9I7A8I0T1N5R6V1D8,Pontiac,LeMans,Mauv,13,concept,50,992,2017-09-05,Bergnaum-Kirlin
5V8J5X3U8W0J9B6E0,Mitsubishi,Diamante,Aquamarine,2,tertiary,15,993,2017-07-03,"Wintheiser, Gaylord and Rempel"
4V0O6K5E6C8T3P1Q0,Pontiac,Trans Sport,Blue,11,Team-oriented,16,994,2017-04-18,Sipes-Hartmann
3N0T0I5W6U5T9A0M5,Mercedes-Benz,S-Class,Turquoise,13,methodical,37,995,2017-06-08,Rohan LLC
9X5V3B0T1O2Y5P0R4,Chevrolet,TrailBlazer,Pink,14,implementation,35,996,2017-10-29,Hilpert-Schmidt
3K8T6E6W0R4G7F6S0,Ford,F350,Blue,3,logistical,13,997,2017-04-16,"O'Keefe, White and Connelly"
7X2U9J8B8U8U2M8N7,Ford,E-Series,Puce,9,human-resource,27,998,2017-07-23,McDermott-Gutmann
1J8C9K0B5H2Y6F2I0,Porsche,Panamera,Puce,7,analyzer,50,999,2017-07-01,Hickle Group
3Y4S3S6W8A1K9O8X3,Chevrolet,Avalanche 2500,Fuscia,1,capability,40,1000,2018-01-27,VonRueden-Harber
